candidate_id,ticker,company_name,category,likely_event_year,source_hint,source_url_if_known,edgar_query,confidence_level,priority,verification_status,reason_for_inclusion,fields_needed_for_partial,notes
CAND-0149-BANKRUPTCY_OR_WIND_DOWN-CARA,CARA,"Cara Therapeutics, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=CARA+%22Cara+Therapeutics%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"CARA appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0150-REVERSE_MERGER-CPHI,CPHI,"China Pharma Holdings, Inc.",REVERSE_MERGER,2018-2024,EDGAR 8-K reverse merger and strategic alternatives follow-up search,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=CPHI+%22China+Pharma+Holdings%2C+Inc.%22+%22strategic+alternatives%22+%22reverse+merger%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CPHI appears in the local biotech scanner universe; row is a category-specific EDGAR search target for REVERSE_MERGER, not verified evidence",sa_8k_url|reverse_merger_8k_url|counterparty|deal_structure|outcome_date|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0151-BANKRUPTCY_OR_WIND_DOWN-CVKD,CVKD,"Cadrenal Therapeutics, Inc. Common Stock",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=CVKD+%22Cadrenal+Therapeutics%2C+Inc.+Common+Stock%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"CVKD appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0152-FAILED_STRATEGIC_REVIEW-DTIL,DTIL,"Precision BioSciences, Inc.",FAILED_STRATEGIC_REVIEW,2018-2024,EDGAR 8-K strategic alternatives search; source_queries.md Section 1A,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=DTIL+%22Precision+BioSciences%2C+Inc.%22+%22strategic+alternatives%22+%22board+of+directors%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"DTIL appears in the local biotech scanner universe; row is a category-specific EDGAR search target for FAILED_STRATEGIC_REVIEW, not verified evidence",sa_8k_url|observation_date|sa_excerpt|outcome_check|price_window|no_deal_confirmation,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0153-BANKRUPTCY_OR_WIND_DOWN-EGRX,EGRX,"Eagle Pharmaceuticals, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=EGRX+%22Eagle+Pharmaceuticals%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"EGRX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0154-BANKRUPTCY_OR_WIND_DOWN-ELEV,ELEV,"Elevation Oncology, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=ELEV+%22Elevation+Oncology%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"ELEV appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0155-BANKRUPTCY_OR_WIND_DOWN-EVAX,EVAX,Evaxion Biotech A/S,BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=EVAX+%22Evaxion+Biotech+A%2FS%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"EVAX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0156-ROFR_ROFN_CASE-FBIO,FBIO,"Fortress Biotech, Inc.",ROFR_ROFN_CASE,2018-2024,EDGAR 8-K and 10-K ROFR/ROFN search; source_queries.md Section 1C,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=FBIO+%22Fortress+Biotech%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-K%2C10-Q&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"FBIO appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ROFR_ROFN_CASE, not verified evidence",agreement_8k_url|exhibit_url|observation_date|rights_holder|rofr_scope|excerpt|outcome_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0157-ASSET_SALE-FIXX,FIXX,"Homology Medicines, Inc.",ASSET_SALE,2018-2024,EDGAR 8-K asset purchase agreement search; source_queries.md Section 1E,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=FIXX+%22Homology+Medicines%2C+Inc.%22+%22asset+purchase+agreement%22+%22program%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"FIXX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ASSET_SALE, not verified evidence",asset_sale_8k_url|asset_description|buyer|consideration|retained_company_status|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0158-BANKRUPTCY_OR_WIND_DOWN-GBIO,GBIO,Generation Bio Co.,BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=GBIO+%22Generation+Bio+Co.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"GBIO appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0159-BANKRUPTCY_OR_WIND_DOWN-GENE,GENE,Genetic Technologies Limited,BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=GENE+%22Genetic+Technologies+Limited%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"GENE appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0160-BANKRUPTCY_OR_WIND_DOWN-GNLX,GNLX,Genelux Corporation,BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=GNLX+%22Genelux+Corporation%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"GNLX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0161-BANKRUPTCY_OR_WIND_DOWN-GRAY,GRAY,"Graybug Vision, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=GRAY+%22Graybug+Vision%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"GRAY appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0162-FAILED_STRATEGIC_REVIEW-HCAT,HCAT,"Health Catalyst, Inc.",FAILED_STRATEGIC_REVIEW,2018-2024,EDGAR 8-K strategic alternatives search; source_queries.md Section 1A,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=HCAT+%22Health+Catalyst%2C+Inc.%22+%22strategic+alternatives%22+%22board+of+directors%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"HCAT appears in the local biotech scanner universe; row is a category-specific EDGAR search target for FAILED_STRATEGIC_REVIEW, not verified evidence",sa_8k_url|observation_date|sa_excerpt|outcome_check|price_window|no_deal_confirmation,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0163-ACTIVIST_13D_NO_DEAL-HLVX,HLVX,"HilleVax, Inc.",ACTIVIST_13D_NO_DEAL,2018-2024,EDGAR SC 13D search; WhaleWisdom / 13D Monitor cross-check; source_queries.md Section 1B,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=HLVX+%22HilleVax%2C+Inc.%22+%22Item+4%22+%22board+representation%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"HLVX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ACTIVIST_13D_NO_DEAL, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|item4_intent|outcome_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0164-BANKRUPTCY_OR_WIND_DOWN-HUMA,HUMA,"Humacyte, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=HUMA+%22Humacyte%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"HUMA appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0165-BANKRUPTCY_OR_WIND_DOWN-IMMP,IMMP,Immutep Limited,BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=IMMP+%22Immutep+Limited%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"IMMP appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0166-ROFR_ROFN_CASE-INAB,INAB,"IN8bio, Inc.",ROFR_ROFN_CASE,2018-2024,EDGAR 8-K and 10-K ROFR/ROFN search; source_queries.md Section 1C,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=INAB+%22IN8bio%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-K%2C10-Q&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"INAB appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ROFR_ROFN_CASE, not verified evidence",agreement_8k_url|exhibit_url|observation_date|rights_holder|rofr_scope|excerpt|outcome_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0167-BANKRUPTCY_OR_WIND_DOWN-INFI,INFI,"Infinity Pharmaceuticals, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=INFI+%22Infinity+Pharmaceuticals%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"INFI appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0168-BANKRUPTCY_OR_WIND_DOWN-INVO,INVO,"INVO Bioscience, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=INVO+%22INVO+Bioscience%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"INVO appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0169-BANKRUPTCY_OR_WIND_DOWN-KALA,KALA,"KALA BIO, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=KALA+%22KALA+BIO%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"KALA appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0170-BANKRUPTCY_OR_WIND_DOWN-LPCN,LPCN,Lipocine Inc.,BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=LPCN+%22Lipocine+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"LPCN appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0171-BANKRUPTCY_OR_WIND_DOWN-MCRB,MCRB,"Seres Therapeutics, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=MCRB+%22Seres+Therapeutics%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"MCRB appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0172-BANKRUPTCY_OR_WIND_DOWN-MRKR,MRKR,"Marker Therapeutics, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=MRKR+%22Marker+Therapeutics%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"MRKR appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0173-BANKRUPTCY_OR_WIND_DOWN-MRNS,MRNS,"Marinus Pharmaceuticals, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=MRNS+%22Marinus+Pharmaceuticals%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"MRNS appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0174-BANKRUPTCY_OR_WIND_DOWN-MRSN,MRSN,"Mersana Therapeutics, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=MRSN+%22Mersana+Therapeutics%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"MRSN appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0175-BANKRUPTCY_OR_WIND_DOWN-MTNB,MTNB,"Matinas BioPharma Holdings, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=MTNB+%22Matinas+BioPharma+Holdings%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"MTNB appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0176-BANKRUPTCY_OR_WIND_DOWN-MYMD,MYMD,"MyMD Pharmaceuticals, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=MYMD+%22MyMD+Pharmaceuticals%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"MYMD appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0177-ASSET_SALE-NERV,NERV,"Minerva Neurosciences, Inc.",ASSET_SALE,2018-2024,EDGAR 8-K asset purchase agreement search; source_queries.md Section 1E,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=NERV+%22Minerva+Neurosciences%2C+Inc.%22+%22asset+purchase+agreement%22+%22program%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"NERV appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ASSET_SALE, not verified evidence",asset_sale_8k_url|asset_description|buyer|consideration|retained_company_status|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0178-BANKRUPTCY_OR_WIND_DOWN-NKGN,NKGN,"NKGen Biotech, Inc. Common Stock",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=NKGN+%22NKGen+Biotech%2C+Inc.+Common+Stock%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"NKGN appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0179-BANKRUPTCY_OR_WIND_DOWN-NRXP,NRXP,"NRx Pharmaceuticals, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=NRXP+%22NRx+Pharmaceuticals%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"NRXP appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0180-REVERSE_MERGER-OABI,OABI,"OmniAb, Inc.",REVERSE_MERGER,2018-2024,EDGAR 8-K reverse merger and strategic alternatives follow-up search,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=OABI+%22OmniAb%2C+Inc.%22+%22strategic+alternatives%22+%22reverse+merger%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"OABI appears in the local biotech scanner universe; row is a category-specific EDGAR search target for REVERSE_MERGER, not verified evidence",sa_8k_url|reverse_merger_8k_url|counterparty|deal_structure|outcome_date|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0181-BANKRUPTCY_OR_WIND_DOWN-ONCT,ONCT,"Oncternal Therapeutics, Inc.",BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=ONCT+%22Oncternal+Therapeutics%2C+Inc.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"ONCT appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from scan_latest.json. Candidate only. Do not promote without EDGAR/source_evidence verification.
